0,90,90.202,90.404,90.6061,90.8081,91.0101,91.2121,91.4141,91.6162,91.8182,92.0202,92.2222,92.4242,92.6263,92.8283,93.0303,93.2323,93.4343,93.6364,93.8384,94.0404,94.2424,94.4444,94.6465,94.8485,95.0505,95.2525,95.4545,95.6566,95.8586,96.0606,96.2626,96.4646,96.6667,96.8687,97.0707,97.2727,97.4747,97.6768,97.8788,98.0808,98.2828,98.4848,98.6869,98.8889,99.0909,99.2929,99.4949,99.697,99.899,100.101,100.303,100.505,100.707,100.909,101.111,101.313,101.515,101.717,101.919,102.121,102.323,102.525,102.727,102.929,103.131,103.333,103.535,103.737,103.939,104.141,104.343,104.545,104.747,104.949,105.152,105.354,105.556,105.758,105.96,106.162,106.364,106.566,106.768,106.97,107.172,107.374,107.576,107.778,107.98,108.182,108.384,108.586,108.788,108.99,109.192,109.394,109.596,109.798,110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55055e-17,2.88629e-15,1.52862e-13,6.22456e-12,1.93728e-10,4.61908e-09,8.45912e-08,1.19321e-06,1.30036e-05,0.000109867,0.000722526,0.00371601,0.0150336,0.0481964,0.123631,0.257043,0.440783,0.638134,0.803685,0.912302,0.968114,0.990604,0.997721,0.999491,0.999838,0.999892,0.999898,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899,0.999899
0.020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44e-16,8.99099e-15,1.5096e-13,2.20512e-12,2.80125e-11,3.09818e-10,2.98679e-09,2.51285e-08,1.84728e-07,1.18814e-06,6.69522e-06,3.31028e-05,0.000143831,0.000550147,0.001856,0.00553475,0.0146259,0.0343495,0.0719464,0.134962,0.227905,0.348629,0.486826,0.626357,0.7507,0.848576,0.916677,0.958591,0.981427,0.992448,0.997163,0.998952,0.999555,0.999736,0.999784,0.999795,0.999797,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798,0.999798
0.030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54943e-17,4.99449e-16,5.66042e-15,5.98784e-14,5.73312e-13,4.98833e-12,3.94523e-11,2.83844e-10,1.85913e-09,1.10943e-08,6.03663e-08,2.99741e-07,1.35931e-06,5.63503e-06,2.13733e-05,7.42448e-05,0.000236441,0.000691063,0.00185597,0.00458616,0.010442,0.0219422,0.042633,0.0767546,0.12836,0.199973,0.291208,0.397969,0.512777,0.626292,0.729542,0.815974,0.882599,0.929913,0.960882,0.979576,0.989986,0.995337,0.997877,0.998991,0.999442,0.999612,0.99967,0.999689,0.999695,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697,0.999697
0.040404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10977e-16,7.76842e-16,6.60316e-15,5.18265e-14,3.76713e-13,2.54321e-12,1.59546e-11,9.30585e-11,5.04936e-10,2.5502e-09,1.19956e-08,5.25815e-08,2.14916e-07,8.19589e-07,2.91801e-06,9.70567e-06,3.01789e-05,8.77862e-05,0.000239065,0.000609975,0.00145941,0.00327717,0.00691354,0.0137166,0.0256237,0.0451296,0.0750483,0.118033,0.175905,0.248942,0.335388,0.431374,0.531402,0.62927,0.719206,0.796859,0.85988,0.90797,0.942489,0.965804,0.980626,0.9895,0.994504,0.997163,0.998495,0.999124,0.999405,0.999523,0.999569,0.999587,0.999593,0.999595,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596,0.999596
0.0505051,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54831e-17,4.43865e-16,2.94061e-15,1.93636e-14,1.19955e-13,6.9881e-13,3.83394e-12,1.98127e-11,9.64855e-11,4.42989e-10,1.91839e-09,7.83953e-09,3.02453e-08,1.10216e-07,3.79541e-07,1.2357e-06,3.80561e-06,1.10921e-05,3.06138e-05,8.0051e-05,0.000198432,0.000466566,0.00104122,0.00220693,0.00444591,0.00851903,0.0155395,0.0270078,0.0447694,0.0708574,0.107209,0.155279,0.215621,0.287549,0.368993,0.456615,0.546217,0.633331,0.713881,0.784737,0.84405,0.891313,0.927173,0.953087,0.97093,0.982637,0.98996,0.994328,0.996813,0.998161,0.99886,0.999205,0.999369,0.999442,0.999474,0.999487,0.999492,0.999494,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495,0.999495
0.0606061,0,0,0,0,0,0,0,0,0,0,1.10955e-16,7.76685e-16,4.66011e-15,2.60744e-14,1.38416e-13,6.97519e-13,3.33997e-12,1.5201e-11,6.57815e-11,2.7077e-10,1.06054e-09,3.95416e-09,1.40393e-08,4.74863e-08,1.53073e-07,4.70442e-07,1.37902e-06,3.85717e-06,1.02988e-05,2.62609e-05,6.39784e-05,0.00014899,0.00033181,0.000707042,0.00144229,0.00281805,0.00527701,0.00947634,0.0163304,0.0270252,0.042983,0.0657585,0.0968597,0.137505,0.188356,0.249273,0.319171,0.396007,0.476948,0.558679,0.637806,0.711273,0.776707,0.832627,0.878491,0.914604,0.941907,0.961732,0.975562,0.984833,0.990806,0.994505,0.996708,0.99797,0.998666,0.999035,0.999223,0.999316,0.999359,0.999379,0.999388,0.999392,0.999393,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394,0.999394
0.0707071,0,0,0,0,0,0,0,1.66416e-16,8.87551e-16,4.49323e-15,2.23552e-14,1.06506e-13,4.84991e-13,2.11176e-12,8.79579e-12,3.50561e-11,1.33739e-10,4.88537e-10,1.70934e-09,5.73052e-09,1.84135e-08,5.67289e-08,1.67627e-07,4.75227e-07,1.29309e-06,3.37815e-06,8.47633e-06,2.0435e-05,4.73522e-05,0.000105505,0.000226122,0.000466369,0.000926016,0.00177093,0.00326348,0.00579792,0.00993571,0.0164325,0.0262448,0.0405038,0.0604454,0.0872912,0.122089,0.165527,0.217759,0.278275,0.345843,0.418563,0.494023,0.569533,0.642417,0.710289,0.771278,0.824177,0.868469,0.90428,0.932243,0.953336,0.968709,0.979536,0.986908,0.991759,0.994847,0.996748,0.997879,0.998532,0.998895,0.999091,0.999194,0.999246,0.999271,0.999283,0.999289,0.999291,0.999292,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293,0.999293
0.0808081,0,0,0,0,1.10933e-16,6.65596e-16,3.16158e-15,1.43658e-14,6.32316e-14,2.67348e-13,1.08614e-12,4.24095e-12,1.59212e-11,5.7483e-11,1.99654e-10,6.67296e-10,2.14678e-09,6.64981e-09,1.98387e-08,5.70198e-08,1.57934e-07,4.21691e-07,1.0857e-06,2.69625e-06,6.46065e-06,1.49415e-05,3.33625e-05,7.19462e-05,0.000149896,0.000301825,0.000587571,0.00110628,0.00201528,0.00355344,0.0060672,0.0100357,0.0160889,0.0250121,0.0377266,0.0552418,0.0785745,0.108638,0.14611,0.191304,0.244056,0.303658,0.368857,0.437922,0.508783,0.579212,0.647037,0.710338,0.767601,0.817822,0.86053,0.895754,0.923933,0.945805,0.962278,0.97432,0.982864,0.98875,0.992687,0.995246,0.99686,0.99785,0.99844,0.998782,0.998974,0.999079,0.999135,0.999164,0.999179,0.999186,0.999189,0.999191,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192,0.999192
