0,100
0.0002002,100.002
0.0004004,100.003
0.000600601,100.009
0.000800801,99.9976
0.001001,100.011
0.0012012,100.024
0.0014014,100.029
0.0016016,100.045
0.0018018,100.055
0.002002,100.061
0.0022022,100.047
0.0024024,100.034
0.0026026,100.055
0.0028028,100.063
0.003003,100.054
0.0032032,100.062
0.0034034,100.039
0.0036036,100.032
0.0038038,100.048
0.004004,100.05
0.0042042,100.039
0.0044044,100.039
0.0046046,100.033
0.0048048,100.028
0.00500501,100.027
0.00520521,100.019
0.00540541,100.019
0.00560561,100.029
0.00580581,100.026
0.00600601,100.043
0.00620621,100.04
0.00640641,100.042
0.00660661,100.023
0.00680681,100.044
0.00700701,100.048
0.00720721,100.029
0.00740741,100.014
0.00760761,100.031
0.00780781,100.028
0.00800801,100.032
0.00820821,100.039
0.00840841,100.044
0.00860861,100.031
0.00880881,100.047
0.00900901,100.054
0.00920921,100.064
0.00940941,100.064
0.00960961,100.082
0.00980981,100.091
0.01001,100.086
0.0102102,100.091
0.0104104,100.082
0.0106106,100.082
0.0108108,100.089
0.011011,100.102
0.0112112,100.109
0.0114114,100.103
0.0116116,100.104
0.0118118,100.108
0.012012,100.12
0.0122122,100.117
0.0124124,100.107
0.0126126,100.12
0.0128128,100.126
0.013013,100.142
0.0132132,100.139
0.0134134,100.131
0.0136136,100.14
0.0138138,100.131
0.014014,100.129
0.0142142,100.142
0.0144144,100.142
0.0146146,100.143
0.0148148,100.149
0.015015,100.145
0.0152152,100.149
0.0154154,100.152
0.0156156,100.143
0.0158158,100.156
0.016016,100.151
0.0162162,100.149
0.0164164,100.151
0.0166166,100.142
0.0168168,100.159
0.017017,100.164
0.0172172,100.173
0.0174174,100.18
0.0176176,100.166
0.0178178,100.172
0.018018,100.179
0.0182182,100.187
0.0184184,100.192
0.0186186,100.194
0.0188188,100.192
0.019019,100.193
0.0192192,100.193
0.0194194,100.195
0.0196196,100.196
0.0198198,100.198
0.02002,100.199
0.0202202,100.2
0.0204204,100.202
0.0206206,100.203
0.0208208,100.202
0.021021,100.201
0.0212212,100.203
0.0214214,100.203
0.0216216,100.202
0.0218218,100.194
0.022022,100.196
0.0222222,100.203
0.0224224,100.204
0.0226226,100.208
0.0228228,100.208
0.023023,100.21
0.0232232,100.213
0.0234234,100.212
0.0236236,100.216
0.0238238,100.216
0.024024,100.216
